Timestamp (ISO),timestamp,voltage (V),current (mA),power (mW), brand, rated_voltage,ers
2025-08-10T22:44:36.444092,1754878922, 11.96, 502.20, 6020.00, Haian, 12.00,100
2025-08-10T22:44:36.618172,1754878932, 11.96, 501.50, 6010.00, Haian, 12.00,100
2025-08-10T22:44:36.928701,1754878942, 11.96, 502.20, 6020.00, Haian, 12.00,100
2025-08-10T22:44:37.104005,1754878952, 11.96, 502.40, 6006.00, Haian, 12.00,100
2025-08-10T22:44:37.230346,1754878962, 11.96, 502.20, 6014.00, Haian, 12.00,100
2025-08-10T22:44:37.345310,1754878972, 11.96, 501.90, 6006.00, Haian, 12.00,100
2025-08-10T22:44:37.470300,1754878982, 11.96, 502.00, 6014.00, Haian, 12.00,100
2025-08-10T22:44:37.609160,1754878992, 11.96, 502.60, 6014.00, Haian, 12.00,100
2025-08-10T22:44:37.697754,1754879002, 11.96, 501.90, 6010.00, Haian, 12.00,100
2025-08-10T22:44:37.827469,1754879012, 11.96, 502.40, 6010.00, Haian, 12.00,100
2025-08-10T22:44:38.016431,1754879022, 11.95, 502.40, 6014.00, Haian, 12.00,100
2025-08-10T22:44:38.064375,1754879032, 11.96, 502.40, 6010.00, Haian, 12.00,100
2025-08-10T22:44:38.092583,1754879042, 11.96, 502.30, 6014.00, Haian, 12.00,100
2025-08-10T22:44:38.111415,1754879052, 11.96, 502.40, 6006.00, Haian, 12.00,100
2025-08-10T22:44:38.129452,1754879062, 11.95, 502.30, 6010.00, Haian, 12.00,100
2025-08-10T22:44:38.208441,1754879072, 11.95, 502.30, 6006.00, Haian, 12.00,100
2025-08-10T22:44:38.307727,1754879082, 11.96, 502.70, 6010.00, Haian, 12.00,100
2025-08-10T22:44:38.391810,4879092, 11.96, 502.10, 6004.00, Haian, 12.00,100
2025-08-10T22:44:38.467063,754879102, 11.95, 502.70, 6004.00, Haian, 12.00,100
2025-08-10T22:44:38.540129,1754879112, 11.96, 501.90, 6004.00, Haian, 12.00,100
2025-08-10T22:44:38.572058,1754879122, 11.95, 502.20, 6006.00, Haian, 12.00,100
2025-08-10T22:45:20.566083,1754880320, 10.88, 557.00, 6062.00, Haian, 12.00,75
2025-08-10T22:45:30.569202,1754880330, 10.88, 558.10, 6062.00, Haian, 12.00,75
2025-08-10T22:45:40.558381,1754880340, 10.87, 557.60, 6058.00, Haian, 12.00,75
2025-08-10T22:45:50.563915,1754880350, 10.86, 558.00, 6066.00, Haian, 12.00,75
2025-08-10T22:46:00.567301,1754880360, 10.87, 558.30, 6068.00, Haian, 12.00,75
2025-08-10T22:46:10.553921,1754880370, 10.87, 557.10, 6068.00, Haian, 12.00,75
2025-08-10T22:46:20.564055,1754880380, 10.87, 557.50, 6066.00, Haian, 12.00,75
2025-08-10T22:46:30.565449,1754880390, 10.87, 557.50, 6066.00, Haian, 12.00,75
2025-08-10T22:46:40.567999,1754880400, 10.86, 557.30, 6066.00, Haian, 12.00,75
2025-08-10T22:46:50.564427,1754880410, 10.87, 558.80, 6068.00, Haian, 12.00,75
2025-08-10T22:47:00.558244,1754880420, 10.87, 558.50, 6058.00, Haian, 12.00,75
2025-08-10T22:47:10.563501,1754880430, 10.87, 558.00, 6058.00, Haian, 12.00,75
2025-08-10T22:47:20.567747,1754880440, 10.86, 557.50, 6068.00, Haian, 12.00,75
2025-08-10T22:47:30.559435,1754880450, 10.87, 558.10, 6066.00, Haian, 12.00,75
2025-08-10T22:47:40.555929,1754880460, 10.87, 558.50, 6058.00, Haian, 12.00,75
2025-08-10T22:47:50.558106,1754880470, 10.87, 557.90, 6058.00, Haian, 12.00,75
2025-08-10T22:48:00.561613,1754880480, 10.86, 557.60, 6072.00, Haian, 12.00,75
2025-08-10T22:48:10.557299,1754880490, 10.87, 558.30, 6062.00, Haian, 12.00,75
2025-08-10T22:48:20.562160,1754880500, 10.86, 557.60, 6062.00, Haian, 12.00,75
2025-08-10T22:48:30.569143,1754880510, 10.87, 557.80, 6066.00, Haian, 12.00,75
2025-08-10T22:48:40.567214,1754880520, 10.86, 558.20, 6066.00, Haian, 12.00,75
2025-08-10T22:48:50.553713,1754880530, 10.87, 557.90, 6072.00, Haian, 12.00,75
2025-08-10T22:49:00.562480,1754880540, 10.87, 557.80, 6066.00, Haian, 12.00,75
2025-08-10T22:49:10.562437,1754880550, 10.86, 558.20, 6066.00, Haian, 12.00,75
2025-08-10T22:49:20.568587,754880560, 10.86, 557.50, 6052.00, Haian, 12.00,75
2025-08-10T22:49:30.556674,1754880570, 10.86, 557.80, 6066.00, Haian, 12.00,75
2025-08-10T22:49:40.561150,1754880580, 10.86, 557.30, 6066.00, Haian, 12.00,75
2025-08-10T22:49:50.562811,1754880590, 10.86, 558.10, 6066.00, Haian, 12.00,75
2025-08-10T22:50:00.566978,1754880600, 10.86, 557.90, 6066.00, Haian, 12.00,75
2025-08-10T22:50:10.566672,1754880610, 10.86, 557.80, 6072.00, Haian, 12.00,75
2025-08-10T22:50:20.567287,1754880620, 10.86, 558.00, 6066.00, Haian, 12.00,75
2025-08-10T22:50:30.558206,1754880630, 10.87, 558.50, 6058.00, Haian, 12.00,75
2025-08-10T22:50:40.554629,4880640, 10.86, 558.30, 6062.00, Haian, 12.00,75
2025-08-10T22:50:50.558260,1754880650, 10.86, 558.20, 6068.00, Haian, 12.00,75
2025-08-10T22:51:00.559930,1754880660, 10.86, 558.20, 6066.00, Haian, 12.00,75
2025-08-10T22:51:10.561933,1754880670, 10.86, 558.00, 6066.00, Haian, 12.00,75
2025-08-10T22:51:20.566488,1754880680, 10.86, 558.40, 6062.00, Haian, 12.00,75
2025-08-10T22:51:30.559552,1754880690, 10.86, 557.70, 6058.00, Haian, 12.00,75
2025-08-10T22:51:40.556169,1754880700, 10.86, 558.60, 6066.00, Haian, 12.00,75
2025-08-10T22:51:50.567235,1754880710, 10.86, 558.60, 6068.00, Haian, 12.00,75
2025-08-10T22:52:00.558019,1754880720, 10.86, 558.10, 6068.00, Haian, 12.00,75
2025-08-10T22:52:10.558612,1754880730, 10.86, 557.60, 6066.00, Haian, 12.00,75
2025-08-10T22:52:20.563902,754880740, 10.86, 558.20, 6062.00, Haian, 12.00,75
2025-08-10T22:52:30.564199,1754880750, 10.86, 559.30, 6066.00, Haian, 12.00,75
2025-08-10T22:52:40.566235,1754880760, 10.86, 558.30, 6068.00, Haian, 12.00,75
2025-08-10T22:52:50.561775,1754880770, 10.86, 557.30, 6058.00, Haian, 12.00,75
2025-08-10T22:53:00.561787,1754880780, 10.86, 558.70, 6066.00, Haian, 12.00,75
2025-08-10T22:53:10.566466,1754880790, 10.86, 559.20, 6068.00, Haian, 12.00,75
2025-08-10T22:53:20.555925,1754880800, 10.86, 558.10, 6062.00, Haian, 12.00,75
2025-08-10T22:53:30.561654,54880810, 10.86, 558.50, 6058.00, Haian, 12.00,75
2025-08-10T22:53:40.559168,1754880820, 10.86, 558.40, 6058.00, Haian, 12.00,75
2025-08-10T22:53:50.565236,1754880830, 10.86, 557.70, 6066.00, Haian, 12.00,75
2025-08-10T22:54:00.553381,1754880840, 10.85, 558.90, 6066.00, Haian, 12.00,75
2025-08-10T22:54:10.557081,1754880850, 10.85, 558.50, 6066.00, Haian, 12.00,75
2025-08-10T22:54:20.555719,1754880860, 10.85, 558.60, 6058.00, Haian, 12.00,75
2025-08-10T22:54:30.555995,1754880870, 10.85, 558.90, 6066.00, Haian, 12.00,75
2025-08-10T22:54:40.554736,1754880880, 10.85, 558.80, 6066.00, Haian, 12.00,75
2025-08-10T22:54:50.559802,1754880890, 10.84, 558.60, 6066.00, Haian, 12.00,75
2025-08-10T22:55:00.566218,1754880900, 10.84, 559.00, 6062.00, Haian, 12.00,75
2025-08-10T22:55:10.562840,1754880910, 10.85, 558.90, 6062.00, Haian, 12.00,75
2025-08-10T22:55:20.563009,1754880920, 10.85, 558.80, 6062.00, Haian, 12.00,75
2025-08-10T22:55:30.561786,1754880930, 10.85, 558.60, 6062.00, Haian, 12.00,75
2025-08-10T22:55:40.565437,1754880940, 10.84, 559.10, 6068.00, Haian, 12.00,75
2025-08-10T22:55:50.555100,1754880950, 10.85, 558.20, 6062.00, Haian, 12.00,75
2025-08-10T22:56:00.563912,1754880960, 10.85, 558.60, 6062.00, Haian, 12.00,75
2025-08-10T22:56:10.554512,1754880970, 10.85, 558.70, 6068.00, Haian, 12.00,75
2025-08-10T23:01:12.889745,1754880980, 10.84, 559.70, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.044215,1754880990, 10.85, 559.40, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.075411,1754881000, 10.85, 558.40, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.096013,754881010, 10.85, 559.10, 6058.00, Haian, 12.00,75
2025-08-10T23:01:13.116523,1754881020, 10.85, 558.50, 6068.00, Haian, 12.00,75
2025-08-10T23:01:13.148656,1754881030, 10.85, 558.70, 6068.00, Haian, 12.00,75
2025-08-10T23:01:13.155786,1754881040, 10.85, 558.50, 6068.00, Haian, 12.00,75
2025-08-10T23:01:13.163560,754881050, 10.84, 559.20, 6058.00, Haian, 12.00,75
2025-08-10T23:01:13.165984,1754881060, 10.85, 558.90, 6058.00, Haian, 12.00,75
2025-08-10T23:01:13.168778,1754881070, 10.85, 558.80, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.171101,1754881080, 10.85, 558.70, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.175014,1754881090, 10.85, 559.00, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.207276,1754881100, 10.85, 557.90, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.586930,1754881110, 10.84, 558.90, 6068.00, Haian, 12.00,75
2025-08-10T23:01:13.770706,1754881120, 10.85, 558.50, 6062.00, Haian, 12.00,75
2025-08-10T23:01:13.964058,1754881130, 10.84, 558.70, 6062.00, Haian, 12.00,75
2025-08-10T23:01:14.215066,54881140, 10.84, 558.70, 6058.00, Haian, 12.00,75
2025-08-10T23:01:14.465266,1754881150, 10.84, 558.80, 6062.00, Haian, 12.00,75
2025-08-10T23:01:14.860480,1754881160, 10.85, 558.80, 6068.00, Haian, 12.00,75
2025-08-10T23:01:15.167626,1754881170, 10.84, 558.90, 6066.00, Haian, 12.00,75
2025-08-10T23:01:15.459800,1754881180, 10.85, 558.60, 6066.00, Haian, 12.00,75
2025-08-10T23:01:15.726310,1754881190, 10.84, 558.40, 6062.00, Haian, 12.00,75
2025-08-10T23:01:16.082605,1754881200, 10.85, 558.90, 6062.00, Haian, 12.00,75
2025-08-10T23:01:16.275008,754881210, 10.85, 558.40, 6062.00, Haian, 12.00,75
2025-08-10T23:01:16.486827,1754881220, 10.84, 559.40, 6068.00, Haian, 12.00,75
2025-08-10T23:01:16.704263,1754881230, 10.84, 558.70, 6066.00, Haian, 12.00,75
2025-08-10T23:01:17.335826,1754881240, 10.84, 559.20, 6062.00, Haian, 12.00,75
2025-08-10T23:01:18.055403,1754881250, 10.85, 558.90, 6062.00, Haian, 12.00,75
2025-08-10T23:01:18.368660,1754881260, 10.84, 559.30, 6058.00, Haian, 12.00,75
2025-08-10T23:01:18.794539,1754881270, 10.85, 558.80, 6072.00, Haian, 12.00,75
2025-08-10T23:01:20.563349,1754881280, 10.84, 559.00, 6058.00, Haian, 12.00,75
2025-08-10T23:01:30.557752,1754881290, 10.85, 559.00, 6056.00, Haian, 12.00,75
2025-08-10T23:01:40.560513,1754881300, 10.84, 558.40, 6066.00, Haian, 12.00,75
2025-08-10T23:01:50.563723,1754881310, 10.84, 559.50, 6066.00, Haian, 12.00,75
2025-08-10T23:02:37.067392,1754881357, 9.85, 623.10, 6128.00, Haian, 12.00,50
2025-08-10T23:02:47.060882,1754881367, 9.84, 622.60, 6134.00, Haian, 12.00,50
2025-08-10T23:02:57.068999,1754881377, 9.86, 622.00, 6130.00, Haian, 12.00,50
2025-08-10T23:03:07.068313,54881387, 9.86, 622.30, 6130.00, Haian, 12.00,50
2025-08-10T23:03:17.068655,1754881397, 9.86, 622.00, 6138.00, Haian, 12.00,50
2025-08-10T23:03:27.069210,1754881407, 9.86, 622.00, 6130.00, Haian, 12.00,50
2025-08-10T23:03:37.068383,1754881417, 9.86, 621.80, 6138.00, Haian, 12.00,50
2025-08-10T23:03:47.068223,1754881427, 9.86, 621.60, 6134.00, Haian, 12.00,50
2025-08-10T23:03:57.068454,1754881437, 9.86, 622.20, 6130.00, Haian, 12.00,50
2025-08-10T23:04:07.065335,1754881447, 9.86, 621.80, 6130.00, Haian, 12.00,50
2025-08-10T23:04:17.065423,1754881457, 9.86, 622.00, 6138.00, Haian, 12.00,50
2025-08-10T23:04:27.068021,1754881467, 9.86, 621.90, 6130.00, Haian, 12.00,50
2025-08-10T23:04:37.066854,1754881477, 9.86, 622.70, 6138.00, Haian, 12.00,50
2025-08-10T23:04:47.058621,1754881487, 9.85, 621.80, 6134.00, Haian, 12.00,50
2025-08-10T23:04:57.064739,1754881497, 9.85, 622.80, 6130.00, Haian, 12.00,50
2025-08-10T23:05:07.057178,1754881507, 9.86, 621.50, 6130.00, Haian, 12.00,50
2025-08-10T23:05:17.060540,1754881517, 9.85, 622.40, 6124.00, Haian, 12.00,50
2025-08-10T23:05:27.068128,1754881527, 9.85, 622.40, 6128.00, Haian, 12.00,50
2025-08-10T23:05:37.067153,1754881537, 9.85, 622.10, 6128.00, Haian, 12.00,50
2025-08-10T23:05:47.067156,1754881547, 9.86, 622.50, 6130.00, Haian, 12.00,50
2025-08-10T23:05:57.067836,54881557, 9.85, 622.30, 6134.00, Haian, 12.00,50
2025-08-10T23:06:07.068367,1754881567, 9.85, 622.10, 6130.00, Haian, 12.00,50
2025-08-10T23:06:17.066417,54881577, 9.85, 621.70, 6130.00, Haian, 12.00,50
2025-08-10T23:06:27.067850,1754881587, 9.85, 622.20, 6134.00, Haian, 12.00,50
2025-08-10T23:06:37.066181,1754881597, 9.85, 622.20, 6130.00, Haian, 12.00,50
2025-08-10T23:06:47.061992,1754881607, 9.85, 622.70, 6128.00, Haian, 12.00,50
2025-08-10T23:06:57.064372,1754881617, 9.85, 621.60, 6134.00, Haian, 12.00,50
2025-08-10T23:07:07.067510,1754881627, 9.85, 622.20, 6130.00, Haian, 12.00,50
2025-08-10T23:07:17.060556,1754881637, 9.84, 622.60, 6130.00, Haian, 12.00,50
2025-08-10T23:07:27.064747,54881647, 9.85, 622.50, 6128.00, Haian, 12.00,50
2025-08-10T23:07:37.055203,1754881657, 9.85, 622.00, 6130.00, Haian, 12.00,50
2025-08-10T23:07:47.057583,1754881667, 9.85, 622.50, 6134.00, Haian, 12.00,50
2025-08-10T23:07:57.066038,54881677, 9.85, 622.40, 6124.00, Haian, 12.00,50
2025-08-10T23:08:07.067437,1754881687, 9.85, 621.70, 6138.00, Haian, 12.00,50
2025-08-10T23:08:17.064838,1754881697, 9.85, 622.80, 6128.00, Haian, 12.00,50
2025-08-10T23:08:27.067699,1754881707, 9.85, 622.40, 6122.00, Haian, 12.00,50
2025-08-10T23:08:37.054897,1754881717, 9.85, 622.80, 6134.00, Haian, 12.00,50
2025-08-10T23:08:47.052842,1754881727, 9.85, 621.80, 6134.00, Haian, 12.00,50
2025-08-10T23:08:57.053745,1754881737, 9.84, 623.30, 6138.00, Haian, 12.00,50
2025-08-10T23:09:07.057710,1754881747, 9.85, 622.20, 6130.00, Haian, 12.00,50
2025-08-10T23:09:17.066596,1754881757, 9.85, 622.60, 6138.00, Haian, 12.00,50
2025-08-10T23:09:27.063370,1754881767, 9.85, 622.90, 6138.00, Haian, 12.00,50
2025-08-10T23:09:37.066906,1754881777, 9.85, 621.60, 6122.00, Haian, 12.00,50
2025-08-10T23:09:47.058576,1754881787, 9.85, 622.70, 6134.00, Haian, 12.00,50
2025-08-10T23:09:57.066685,1754881797, 9.85, 622.30, 6134.00, Haian, 12.00,50
2025-08-10T23:10:07.051426,1754881807, 9.85, 622.40, 6130.00, Haian, 12.00,50
2025-08-10T23:10:17.062493,1754881817, 9.85, 623.10, 6124.00, Haian, 12.00,50
2025-08-10T23:10:27.065495,1754881827, 9.85, 622.60, 6134.00, Haian, 12.00,50
2025-08-10T23:10:37.060990,1754881837, 9.85, 622.90, 6130.00, Haian, 12.00,50
2025-08-10T23:10:47.065439,1754881847, 9.85, 622.70, 6128.00, Haian, 12.00,50
2025-08-10T23:10:57.063778,1754881857, 9.85, 622.40, 6122.00, Haian, 12.00,50
2025-08-10T23:11:07.051902,1754881867, 9.85, 623.30, 6128.00, Haian, 12.00,50
2025-08-10T23:11:17.065289,1754881877, 9.85, 622.60, 6134.00, Haian, 12.00,50
2025-08-10T23:11:27.062122,1754881887, 9.85, 622.20, 6128.00, Haian, 12.00,50
2025-08-10T23:11:37.066352,1754881897, 9.85, 623.10, 6130.00, Haian, 12.00,50
2025-08-10T23:11:47.060830,1754881907, 9.85, 622.80, 6128.00, Haian, 12.00,50
2025-08-10T23:11:57.062329,1754881917, 9.85, 622.80, 6134.00, Haian, 12.00,50
2025-08-10T23:12:07.065381,1754881927, 9.85, 623.10, 6124.00, Haian, 12.00,50
2025-08-10T23:12:17.065348,1754881937, 9.85, 622.40, 6138.00, Haian, 12.00,50
2025-08-10T23:12:27.064758,1754881947, 9.85, 622.80, 6130.00, Haian, 12.00,50
2025-08-10T23:12:37.064610,1754881957, 9.84, 622.60, 6130.00, Haian, 12.00,50
2025-08-10T23:12:47.050981,1754881967, 9.85, 622.90, 6134.00, Haian, 12.00,50
2025-08-10T23:12:57.053314,1754881977, 9.85, 623.00, 6134.00, Haian, 12.00,50
2025-08-10T23:13:07.064621,1754881987, 9.85, 621.90, 6124.00, Haian, 12.00,50
2025-08-10T23:13:17.062219,1754881997, 9.84, 622.00, 6128.00, Haian, 12.00,50
2025-08-10T23:13:27.063434,1754882007, 9.85, 622.20, 6124.00, Haian, 12.00,50
2025-08-10T23:13:37.065545,1754882017, 9.84, 622.60, 6134.00, Haian, 12.00,50
2025-08-10T23:13:47.060115,1754882027, 9.84, 622.80, 6130.00, Haian, 12.00,50
2025-08-10T23:13:57.064742,1754882037, 9.85, 622.00, 6138.00, Haian, 12.00,50
2025-08-10T23:14:07.055420,1754882047, 9.84, 622.40, 6130.00, Haian, 12.00,50
2025-08-10T23:14:17.063479,1754882057, 9.85, 622.60, 6134.00, Haian, 12.00,50
2025-08-10T23:14:27.057975,1754882067, 9.85, 622.50, 6128.00, Haian, 12.00,50
2025-08-10T23:14:37.057797,1754882077, 9.84, 622.90, 6128.00, Haian, 12.00,50
2025-08-10T23:14:47.061632,1754882087, 9.85, 623.30, 6134.00, Haian, 12.00,50
2025-08-10T23:14:57.064403,1754882097, 9.84, 622.80, 6128.00, Haian, 12.00,50
2025-08-10T23:15:07.062335,1754882107, 9.85, 622.40, 6138.00, Haian, 12.00,50
2025-08-10T23:15:17.050657,1754882117, 9.84, 623.30, 6124.00, Haian, 12.00,50
2025-08-10T23:15:27.064581,1754882127, 9.85, 622.60, 6130.00, Haian, 12.00,50
2025-08-10T23:15:37.061150,1754882137, 9.85, 622.80, 6134.00, Haian, 12.00,50
2025-08-10T23:15:47.057233,1754882147, 9.84, 622.40, 6130.00, Haian, 12.00,50
2025-08-10T23:15:57.064180,1754882157, 9.85, 622.80, 6134.00, Haian, 12.00,50
2025-08-10T23:16:07.065095,1754882167, 9.84, 623.00, 6130.00, Haian, 12.00,50
2025-08-10T23:16:17.061413,1754882177, 9.85, 622.60, 6124.00, Haian, 12.00,50
2025-08-10T23:16:27.063587,1754882187, 9.84, 622.50, 6134.00, Haian, 12.00,50
2025-08-10T23:16:37.064177,1754882197, 9.85, 622.80, 6134.00, Haian, 12.00,50
2025-08-10T23:16:47.063113,1754882207, 9.84, 623.00, 6128.00, Haian, 12.00,50
2025-08-10T23:16:57.063298,1754882217, 9.84, 622.40, 6130.00, Haian, 12.00,50
2025-08-10T23:17:07.055976,1754882227, 9.85, 622.10, 6134.00, Haian, 12.00,50
2025-08-10T23:17:17.058609,54882237, 9.84, 622.80, 6128.00, Haian, 12.00,50
2025-08-10T23:17:27.063600,1754882247, 9.85, 623.20, 6128.00, Haian, 12.00,50
2025-08-10T23:17:37.060014,82257, 9.85, 622.60, 6128.00, Haian, 12.00,50
2025-08-10T23:17:47.060996,1754882267, 9.84, 623.10, 6130.00, Haian, 12.00,50
2025-08-10T23:17:57.049048,1754882277, 9.85, 622.70, 6130.00, Haian, 12.00,50
2025-08-10T23:18:07.062842,1754882287, 9.84, 623.20, 6138.00, Haian, 12.00,50
2025-08-10T23:18:17.052890,1754882297, 9.84, 622.80, 6130.00, Haian, 12.00,50
2025-08-10T23:18:27.056592,1754882307, 9.84, 622.70, 6138.00, Haian, 12.00,50
2025-08-10T23:18:37.060346,1754882317, 9.84, 622.50, 6130.00, Haian, 12.00,50
2025-08-10T23:18:47.059022,1754882327, 9.84, 622.10, 6128.00, Haian, 12.00,50
2025-08-10T23:18:57.063568,1754882337, 9.84, 622.80, 6140.00, Haian, 12.00,50
2025-08-10T23:19:07.063145,1754882347, 9.84, 622.80, 6144.00, Haian, 12.00,50
2025-08-10T23:20:59.381743,1754882459, 8.76, 679.30, 5960.00, Haian, 12.00,25
2025-08-10T23:21:09.385976,1754882469, 8.76, 679.90, 5954.00, Haian, 12.00,25
2025-08-10T23:21:19.382914,1754882479, 8.77, 679.90, 5958.00, Haian, 12.00,25
2025-08-10T23:21:29.386570,54882489, 8.76, 679.90, 5954.00, Haian, 12.00,25
2025-08-10T23:21:39.375201,1754882499, 8.77, 679.50, 5960.00, Haian, 12.00,25
2025-08-10T23:21:49.387763,1754882509, 8.77, 679.70, 5958.00, Haian, 12.00,25
2025-08-10T23:21:59.372647,1754882519, 8.76, 680.00, 5964.00, Haian, 12.00,25
2025-08-10T23:22:09.387448,1754882529, 8.77, 679.30, 5958.00, Haian, 12.00,25
2025-08-10T23:22:19.387527,1754882539, 8.76, 679.80, 5958.00, Haian, 12.00,25
2025-08-10T23:22:29.385995,1754882549, 8.76, 679.70, 5958.00, Haian, 12.00,25
2025-08-10T23:22:39.383732,1754882559, 8.77, 680.10, 5954.00, Haian, 12.00,25
2025-08-10T23:22:49.387529,1754882569, 8.76, 679.60, 5954.00, Haian, 12.00,25
2025-08-10T23:22:59.372984,1754882579, 8.77, 680.40, 5954.00, Haian, 12.00,25
2025-08-10T23:23:09.385131,1754882589, 8.76, 679.30, 5960.00, Haian, 12.00,25
2025-08-10T23:23:19.372788,1754882599, 8.76, 679.60, 5960.00, Haian, 12.00,25
2025-08-10T23:23:29.375328,1754882609, 8.77, 679.60, 5960.00, Haian, 12.00,25
2025-08-10T23:23:39.382608,1754882619, 8.76, 679.90, 5958.00, Haian, 12.00,25
2025-08-10T23:23:49.386502,1754882629, 8.76, 679.90, 5958.00, Haian, 12.00,25
2025-08-10T23:23:59.382730,1754882639, 8.77, 679.80, 5958.00, Haian, 12.00,25
2025-08-10T23:24:09.385804,1754882649, 8.76, 679.60, 5958.00, Haian, 12.00,25
2025-08-10T23:24:19.384265,1754882659, 8.77, 679.60, 5968.00, Haian, 12.00,25
2025-08-10T23:24:29.385043,1754882669, 8.76, 680.30, 5958.00, Haian, 12.00,25
2025-08-10T23:24:39.387225,1754882679, 8.76, 679.60, 5958.00, Haian, 12.00,25
2025-08-10T23:24:49.384698,1754882689, 8.77, 680.10, 5958.00, Haian, 12.00,25
2025-08-10T23:24:59.386575,1754882699, 8.76, 680.10, 5950.00, Haian, 12.00,25
2025-08-10T23:25:09.383921,1754882709, 8.76, 679.10, 5958.00, Haian, 12.00,25
2025-08-10T23:25:19.382860,1754882719, 8.76, 680.10, 5958.00, Haian, 12.00,25
2025-08-10T23:25:29.386057,1754882729, 8.76, 679.60, 5958.00, Haian, 12.00,25
2025-08-10T23:25:39.385437,1754882739, 8.76, 679.60, 5958.00, Haian, 12.00,25
2025-08-10T23:25:49.385809,1754882749, 8.76, 679.90, 5964.00, Haian, 12.00,25
2025-08-10T23:25:59.386257,1754882759, 8.76, 679.30, 5960.00, Haian, 12.00,25
2025-08-10T23:26:09.373872,1754882769, 8.76, 679.80, 5954.00, Haian, 12.00,25
2025-08-10T23:26:19.386083,1754882779, 8.76, 679.80, 5954.00, Haian, 12.00,25
2025-08-10T23:26:29.380415,1754882789, 8.76, 679.70, 5954.00, Haian, 12.00,25
2025-08-10T23:26:39.385464,1754882799, 8.76, 679.90, 5954.00, Haian, 12.00,25
2025-08-10T23:26:49.385649,1754882809, 8.76, 679.80, 5958.00, Haian, 12.00,25
2025-08-10T23:26:59.381309,1754882819, 8.77, 679.40, 5958.00, Haian, 12.00,25
2025-08-10T23:27:09.385930,1754882829, 8.76, 679.70, 5958.00, Haian, 12.00,25
2025-08-10T23:27:19.382589,1754882839, 8.76, 679.40, 5958.00, Haian, 12.00,25
2025-08-10T23:27:29.373986,1754882849, 8.76, 679.60, 5958.00, Haian, 12.00,25
2025-08-10T23:27:39.384853,1754882859, 8.77, 679.40, 5960.00, Haian, 12.00,25
2025-08-10T23:27:49.385982,1754882869, 8.76, 679.60, 5960.00, Haian, 12.00,25
2025-08-10T23:27:59.384845,1754882879, 8.76, 680.10, 5964.00, Haian, 12.00,25
2025-08-10T23:28:09.378101,1754882889, 8.76, 679.60, 5958.00, Haian, 12.00,25
2025-08-10T23:28:19.380625,1754882899, 8.76, 680.30, 5954.00, Haian, 12.00,25
2025-08-10T23:28:29.384760,1754882909, 8.76, 680.30, 5958.00, Haian, 12.00,25
2025-08-10T23:28:39.382097,1754882919, 8.76, 679.90, 5960.00, Haian, 12.00,25
2025-08-10T23:28:49.376886,1754882929, 8.76, 679.10, 5958.00, Haian, 12.00,25
2025-08-10T23:28:59.376650,1754882939, 8.76, 679.50, 5958.00, Haian, 12.00,25
2025-08-10T23:29:09.382195,1754882949, 8.76, 679.70, 5958.00, Haian, 12.00,25
2025-08-10T23:29:19.382983,1754882959, 8.76, 679.50, 5960.00, Haian, 12.00,25
2025-08-10T23:29:29.385031,1754882969, 8.76, 679.50, 5958.00, Haian, 12.00,25
2025-08-10T23:29:39.384757,1754882979, 8.77, 679.90, 5960.00, Haian, 12.00,25
2025-08-10T23:29:49.384903,1754882989, 8.76, 679.30, 5960.00, Haian, 12.00,25
2025-08-10T23:29:59.384886,1754882999, 8.76, 679.70, 5950.00, Haian, 12.00,25
2025-08-10T23:30:09.385148,1754883009, 8.76, 680.40, 5950.00, Haian, 12.00,25
2025-08-10T23:30:19.376045,1754883019, 8.76, 679.50, 5948.00, Haian, 12.00,25
2025-08-10T23:30:29.380059,1754883029, 8.77, 679.80, 5954.00, Haian, 12.00,25
2025-08-10T23:30:39.379328,1754883039, 8.76, 679.60, 5950.00, Haian, 12.00,25
2025-08-10T23:30:49.384342,1754883049, 8.76, 679.10, 5960.00, Haian, 12.00,25
2025-08-10T23:30:59.383484,1754883059, 8.76, 679.40, 5950.00, Haian, 12.00,25
2025-08-10T23:31:09.383501,754883069, 8.76, 679.40, 5958.00, Haian, 12.00,25
2025-08-10T23:31:19.380723,1754883079, 8.76, 679.80, 5954.00, Haian, 12.00,25
2025-08-10T23:31:29.374319,1754883089, 8.76, 679.50, 5954.00, Haian, 12.00,25
2025-08-10T23:31:39.376243,1754883099, 8.76, 679.80, 5954.00, Haian, 12.00,25
2025-08-10T23:31:49.384005,1754883109, 8.76, 679.70, 5950.00, Haian, 12.00,25
2025-08-10T23:31:59.376764,1754883119, 8.76, 680.20, 5950.00, Haian, 12.00,25
2025-08-10T23:32:09.380304,1754883129, 8.76, 679.30, 5958.00, Haian, 12.00,25
2025-08-10T23:32:19.381809,1754883139, 8.76, 680.20, 5958.00, Haian, 12.00,25
2025-08-10T23:32:29.370192,83149, 8.76, 679.20, 5954.00, Haian, 12.00,25
